Id_bat,Position_bat,Nickname_bat,FPPG_bat,Salary_bat,Team_bat,Batting Order,bats,Roll_PA_bat,Roll_HR_bat,Roll_GB/FB_bat,Roll_BB%_bat,Roll_K%_bat,Roll_GB%_bat,Roll_FB%_bat,Roll_ISO_bat,Roll_wRC+_bat,throws,Roll_ERA_pitch,Roll_FB%_pitch,Roll_GB%_pitch,Roll_LOB%_pitch,Roll_K%_pitch,Roll_K-BB%_pitch,Roll_ER_pitch,Roll_IP_pitch,Roll_SO_pitch,Roll_HR_pitch,Roll_x FIP_pitch,Roll_WHIP_pitch,Team_FD,1B as L,1B as R,2B as L,2B as R,3B as L,3B as R,HR as L,HR as R,Bats_L,Bats_R,Throw_L,Throw_R,Matchup
27318-17105,C,Sandy Leon,6.535185072000001,2100,BOS,,S,4.0,0.0,0.6904761904285711,0.10714285714285723,0.207142857142857,0.416666666571428,0.4166666665714288,0.07619047628571428,35.358047911428606,L,3.549685714285713,0.29812977771428584,0.4936255197142856,0.7860857142857146,0.17149999999999993,0.09305714285714282,2.2857142857142856,5.814285714285715,4.714285714285714,0.5714285714285714,4.610306545571428,1.4196000000000002,BOS,103,104,124,106,121,88,90,101,0,0,1,0,0
27318-68496,OF,Sam Travis,6.340000152999999,2000,BOS,,R,4.0,0.0,1.2857142857142858,0.03571428571428571,0.3309523808571429,0.6428571427142856,0.15476190471428572,0.0,-11.46013388100002,L,3.549685714285713,0.29812977771428584,0.4936255197142856,0.7860857142857146,0.17149999999999993,0.09305714285714282,2.2857142857142856,5.814285714285715,4.714285714285714,0.5714285714285714,4.610306545571428,1.4196000000000002,BOS,103,104,124,106,121,88,90,101,0,1,1,0,1
27318-80836,SS,Tzu-Wei Lin,2.9049999239999997,2000,BOS,,L,3.7142857142857135,0.0,1.2142857142857142,0.11904761900000005,0.2261904761428571,0.6071428571428571,0.25,0.03571428571428571,18.08864270528568,L,3.549685714285713,0.29812977771428584,0.4936255197142856,0.7860857142857146,0.17149999999999993,0.09305714285714282,2.2857142857142856,5.814285714285715,4.714285714285714,0.5714285714285714,4.610306545571428,1.4196000000000002,BOS,103,104,124,106,121,88,90,101,1,0,1,0,0
27318-5153,1B,Hanley Ramirez,10.53409091,2000,BOS,,R,4.285714285714286,0.0,1.7380952379999994,0.03571428571428573,0.03571428571428597,0.5833333331428566,0.3809523808571425,7.930164461608261e-17,-35.924431457142845,L,3.549685714285713,0.29812977771428584,0.4936255197142856,0.7860857142857146,0.17149999999999993,0.09305714285714282,2.2857142857142856,5.814285714285715,4.714285714285714,0.5714285714285714,4.610306545571428,1.4196000000000002,BOS,103,104,124,106,121,88,90,101,0,1,1,0,1
27318-12302,OF,Giancarlo Stanton,11.57142857,4400,NYY,,R,4.285714285714286,0.0,1.0714285714285714,0.05714285714285726,0.2785714285714289,0.4166666665714286,0.2857142855714281,0.03571428571428546,117.774795462857,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,0,1,1,0,1
27318-79195,3B,Miguel Andujar,9.666315661,3900,NYY,,R,4.142857142857143,0.0,1.3333333332857145,3.1720657846433036e-17,0.2,0.4404761902857141,0.22619047614285706,0.10714285714285714,161.05278783857133,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,0,1,1,0,1
27318-13841,SS,Didi Gregorius,11.38613861,3800,NYY,,L,4.285714285714286,0.14285714285714285,0.8571428571428571,0.035714285714285705,0.17142857142857146,0.3190476188571424,0.35476190457142803,0.24285714285714255,115.54279061999992,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,1,0,1,0,0
27318-13894,OF,Aaron Hicks,11.38720916,3800,NYY,,S,4.428571428571429,0.0,1.2857142857142858,0.15714285714285706,0.29999999999999993,0.4999999998571418,0.20238095228571368,0.0476190475714284,28.776079896428683,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,0,0,1,0,0
27318-38140,1B,Greg Bird,8.922641394,3400,NYY,,L,4.142857142857143,0.14285714285714285,0.8571428571428571,0.02857142857142858,0.20714285714285727,0.3809523807142856,0.4523809519999998,0.17857142857142858,111.92286959,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,1,0,1,0,0
27318-5948,OF,Brett Gardner,10.34395591,3400,NYY,,L,4.714285714285714,0.0,1.5000000000000009,0.0857142857142857,0.1452380951428575,0.4119047618571424,0.4571428569999999,0.03571428571428543,24.05852927428554,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,1,0,1,0,0
27318-6276,2B,Neil Walker,6.685915665,2700,NYY,,S,3.7142857142857135,0.14285714285714285,0.5714285714285714,0.14761904757142852,0.3261904760000001,0.33333333328571346,0.2142857141428572,0.19047619042857145,128.22156051857158,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,0,0,1,0,0
27318-13009,C,Austin Romine,8.443749746,2700,NYY,,R,4.142857142857143,0.2857142857142857,1.2857142857142858,0.047619047571428534,0.2833333332857143,0.4761904761428575,0.2976190475714285,0.23571428571428574,82.8539879842858,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,0,1,1,0,1
27318-79918,C,Kyle Higashioka,5.971428462,2300,NYY,,R,3.7142857142857135,0.42857142857142855,0.42857142857142855,0.07142857142857144,0.3976190474285715,0.17857142857142858,0.75,0.44047619042857145,136.13874900257144,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,0,1,1,0,1
27318-80838,1B,Luke Voit,4.7375001910000005,2300,NYY,,R,4.0,0.0,1.4285714285714286,0.07142857142857142,0.2976190475714285,0.4904761902857144,0.3619047618571429,0.08333333328571428,62.04338574228564,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,0,1,1,0,1
27318-68537,2B,Tyler Wade,4.107999878,2200,NYY,,L,3.7142857142857135,0.14285714285714285,1.1904761904285714,1.5860328923216518e-17,0.2690476190000001,0.5833333331428572,0.4166666665714287,0.16190476200000006,71.96972406000002,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,1,0,1,0,0
27318-13451,2B,Ronald Torreyes,5.433333079,2000,NYY,,R,3.7142857142857135,0.0,0.9047619047142856,1.5860328923216518e-17,0.14761904757142855,0.4047619045714286,0.4642857140000002,0.0714285714285714,64.03963898842859,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,0,1,1,0,1
27318-6137,OF,Shane Robinson,7.340000152999999,2000,NYY,,R,3.4285714285714284,0.0,1.404761904714286,0.03571428571428575,0.11904761899999995,0.5833333331428567,0.32142857128571434,0.0,-13.42284451828573,L,2.602028571428572,0.3966170264285713,0.4408386542857143,0.8090857142857142,0.1959,0.11977142857142856,1.4285714285714286,4.771428571428572,4.0,0.42857142857142855,4.546881544142857,1.3350142857142857,BOS,103,104,124,106,121,88,90,101,0,1,1,0,1
